order_id,order_date,region,category,unit_price,quantity,discount,sales
88,2025-08-05,North,Clothing,3088.97,5,0.2,12355.88
89,2025-09-09,North,Home,379.93,6,0.2,1823.66
90,2025-07-07,North,Food,2616.12,6,0.05,14911.88
91,2025-02-10,North,Food,793.34,6,0.1,4284.04
92,2025-06-06,South,Electronics,3700.3,2,0.0,7400.6
93,2025-01-15,South,Home,2585.5,10,0.0,25855.0
94,2025-10-28,Central,Home,3417.13,3,0.1,9226.25
95,2025-03-06,Central,Electronics,256.28,6,0.1,1383.91
96,2025-12-11,North,Home,469.72,8,0.1,3381.98
97,2025-11-23,East,Home,3595.8,1,0.05,3416.01
98,2025-01-09,East,Clothing,406.82,1,0.0,406.82
99,2025-12-10,South,Food,402.72,2,0.1,724.9
100,2025-05-09,South,Home,109.94,6,0.05,626.66
101,2025-05-16,South,Clothing,4784.68,9,0.0,43062.12
102,2025-03-04,Central,Food,3700.67,4,0.2,11842.14
103,2025-05-19,Central,Electronics,1798.59,3,0.05,5125.98
104,2025-03-22,South,Clothing,1517.85,8,0.0,12142.8
105,2025-06-12,South,Clothing,1781.03,10,0.05,16919.78
106,2025-10-16,South,Food,3884.53,9,0.0,34960.77
107,2025-09-18,East,Electronics,3323.78,5,0.0,16618.9
108,2025-08-19,Central,Clothing,966.72,9,0.2,6960.38
109,2025-02-10,East,Home,911.84,2,0.05,1732.5
110,2025-01-28,East,Home,537.06,3,0.1,1450.06
111,2025-05-15,South,Home,3318.5,7,0.2,18583.6
112,2025-07-20,South,Electronics,3833.64,7,0.2,21468.38
113,2025-11-24,North,Clothing,1361.98,6,0.0,8171.88
114,2025-09-25,North,Home,153.68,6,0.1,829.87
115,2025-02-02,East,Electronics,456.75,2,0.05,867.82
116,2025-02-17,Central,Home,4840.91,10,0.1,43568.19
117,2025-03-03,South,Food,1512.45,6,0.1,8167.23
118,2025-08-04,South,Clothing,3857.65,4,0.1,13887.54
119,2025-10-20,East,Clothing,3142.08,3,0.1,8483.62
120,2025-04-09,North,Electronics,1940.6,2,0.1,3493.08
121,2025-06-21,Central,Electronics,1068.15,1,0.0,1068.15
122,2025-12-26,North,Clothing,650.86,5,0.0,3254.3
123,2025-08-02,North,Home,3094.31,2,0.2,4950.9
124,2025-02-04,North,Home,3884.44,2,0.0,7768.88
125,2025-08-15,North,Food,3237.33,7,0.2,18129.05
126,2025-04-11,South,Home,2675.0,8,0.2,17120.0
127,2025-05-11,South,Electronics,257.66,10,0.05,2447.77
128,2025-09-14,North,Electronics,4844.02,8,0.1,34876.94
129,2025-01-05,Central,Home,4003.64,4,0.0,16014.56
130,2025-08-06,East,Electronics,1499.47,1,0.05,1424.5
131,2025-09-12,Central,Clothing,4900.85,7,0.0,34305.95
132,2025-12-25,Central,Clothing,3029.31,1,0.2,2423.45
133,2025-10-10,Central,Home,2932.99,4,0.0,11731.96
134,2025-07-26,North,Clothing,3752.96,8,0.1,27021.31
135,2025-01-15,South,Clothing,4068.26,2,0.2,6509.22
136,2025-12-12,Central,Food,3299.57,6,0.2,15837.94
137,2025-02-11,North,Food,684.07,6,0.05,3899.2
138,2025-06-28,Central,Clothing,1724.42,9,0.1,13967.8
139,2025-03-04,Central,Home,4644.01,5,0.2,18576.04
140,2025-12-18,North,Food,1161.85,10,0.1,10456.65
141,2025-08-19,South,Electronics,1892.23,4,0.0,7568.92
142,2025-08-29,South,Electronics,2188.78,5,0.1,9849.51
143,2025-02-21,East,Electronics,2225.05,10,0.2,17800.4
144,2025-04-06,North,Home,3084.05,5,0.05,14649.24
145,2025-08-10,East,Clothing,4718.23,8,0.2,30196.67
146,2025-08-19,East,Electronics,1241.43,10,0.1,11172.87
147,2025-08-25,East,Home,651.43,8,0.1,4690.3
148,2025-05-23,South,Food,1027.48,2,0.2,1643.97
149,2025-06-20,North,Clothing,4440.28,7,0.1,27973.76
150,2025-01-29,East,Food,3246.76,8,0.0,25974.08
151,2025-02-05,North,Home,1465.24,6,0.2,7033.15
152,2025-01-13,North,Electronics,4088.94,5,0.05,19422.46
153,2025-06-09,South,Electronics,4313.78,9,0.2,31059.22
154,2025-11-23,East,Home,4240.25,3,0.0,12720.75
155,2025-07-06,East,Electronics,4598.69,10,0.0,45986.9
156,2025-08-31,North,Clothing,1298.59,4,0.0,5194.36
157,2025-03-27,Central,Home,3787.46,9,0.0,34087.14
158,2025-10-11,South,Food,2329.67,6,0.0,13978.02
159,2025-03-07,South,Home,4217.89,8,0.05,32055.96
160,2025-06-19,South,Clothing,3656.03,7,0.1,23032.99
161,2025-02-14,South,Clothing,3893.41,2,0.0,7786.82
162,2025-03-03,East,Home,3298.0,3,0.0,9894.0
163,2025-05-14,East,Home,928.27,1,0.2,742.62
164,2025-10-11,Central,Electronics,2747.88,9,0.05,23494.37
165,2025-01-28,South,Clothing,4924.12,7,0.05,32745.4
166,2025-04-18,South,Home,4690.07,1,0.1,4221.06
167,2025-02-13,North,Home,263.71,3,0.05,751.57
168,2025-12-06,East,Clothing,865.83,4,0.2,2770.66
169,2025-10-13,South,Home,702.06,4,0.2,2246.59
170,2025-11-27,Central,Electronics,3643.6,5,0.1,16396.2
171,2025-05-08,Central,Clothing,4098.04,3,0.2,9835.3
172,2025-12-14,East,Electronics,1106.88,3,0.0,3320.64
173,2025-08-19,Central,Electronics,2553.97,1,0.0,2553.97
174,2025-07-09,Central,Electronics,4211.48,7,0.2,23584.29
175,2025-08-13,East,Electronics,3677.37,10,0.1,33096.33
176,2025-10-10,South,Clothing,2734.07,1,0.05,2597.37
177,2025-05-01,South,Electronics,2972.22,2,0.1,5350.0
178,2025-04-26,Central,Electronics,2566.38,4,0.05,9752.24
179,2025-08-21,Central,Home,1522.86,4,0.2,4873.15
180,2025-09-16,South,Clothing,2846.86,5,0.2,11387.44
181,2025-12-25,East,Clothing,3459.98,2,0.0,6919.96
182,2025-07-17,Central,Food,4372.95,4,0.05,16617.21
183,2025-05-17,North,Clothing,3199.64,1,0.1,2879.68
184,2025-11-14,East,Clothing,3817.55,2,0.2,6108.08
185,2025-06-14,Central,Food,842.35,1,0.1,758.12
186,2025-08-13,Central,Clothing,2334.71,10,0.0,23347.1
187,2025-11-03,North,Clothing,96.19,10,0.05,913.8
188,2025-08-22,North,Clothing,1271.06,4,0.05,4830.03
189,2025-06-21,South,Clothing,3645.99,4,0.2,11667.17
190,2025-06-01,East,Food,4959.46,7,0.05,32980.41
191,2025-11-11,East,Clothing,540.93,10,0.2,4327.44
192,2025-06-09,South,Clothing,2037.4,9,0.0,18336.6
193,2025-04-06,East,Food,4010.35,9,0.05,34288.49
194,2025-08-21,East,Home,1059.98,5,0.2,4239.92
195,2025-06-29,East,Electronics,2797.67,10,0.1,25179.03
196,2025-04-23,East,Home,3678.7,1,0.2,2942.96
197,2025-11-14,East,Food,3099.13,1,0.05,2944.17
198,2025-02-21,North,Electronics,980.72,6,0.0,5884.32
199,2025-09-25,East,Food,1809.15,2,0.05,3437.38
200,2025-10-22,North,Food,3929.77,8,0.05,29866.25
201,2025-04-23,East,Clothing,2793.42,9,0.2,20112.62
202,2025-04-11,South,Electronics,75.89,4,0.1,273.2
203,2025-04-23,Central,Clothing,3816.9,5,0.05,18130.27
204,2025-03-22,North,Electronics,224.79,8,0.1,1618.49
205,2025-07-06,East,Food,3741.38,3,0.2,8979.31
206,2025-04-23,South,Food,1052.28,5,0.1,4735.26
207,2025-01-02,Central,Home,4792.46,3,0.2,11501.9
208,2025-05-10,North,Electronics,1871.31,10,0.0,18713.1
209,2025-08-08,Central,Clothing,1668.31,3,0.1,4504.44
210,2025-02-23,South,Home,787.0,3,0.1,2124.9
211,2025-12-09,North,Home,1562.74,7,0.0,10939.18
212,2025-08-12,Central,Home,4389.42,7,0.1,27653.35
213,2025-08-13,East,Clothing,4981.85,7,0.0,34872.95
214,2025-05-06,North,Home,1873.13,10,0.05,17794.74
215,2025-05-10,Central,Clothing,2270.62,8,0.2,14531.97
216,2025-02-22,South,Home,3624.25,5,0.0,18121.25
217,2025-06-21,South,Clothing,4436.67,5,0.1,19965.02
218,2025-08-06,North,Food,2985.57,4,0.0,11942.28
219,2025-06-09,Central,Food,1988.05,7,0.1,12524.72
220,2025-07-17,North,Food,2092.48,10,0.05,19878.56
221,2025-09-04,North,Food,3493.31,4,0.0,13973.24
222,2025-11-20,Central,Food,65.93,2,0.05,125.27
223,2025-07-22,Central,Home,3116.97,4,0.2,9974.3
224,2025-07-03,East,Home,1809.69,8,0.1,13029.77
225,2025-05-03,Central,Home,3981.28,9,0.1,32248.37
226,2025-09-12,South,Clothing,510.3,3,0.05,1454.36
227,2025-10-21,North,Clothing,2961.6,7,0.2,16584.96
228,2025-10-07,North,Clothing,2430.82,9,0.0,21877.38
229,2025-11-21,South,Clothing,3229.51,4,0.0,12918.04
230,2025-04-08,Central,Food,371.03,10,0.1,3339.27
231,2025-07-17,South,Food,2920.92,3,0.05,8324.62
232,2025-08-28,South,Food,2829.35,5,0.05,13439.41
233,2025-05-24,East,Electronics,2825.27,1,0.0,2825.27
234,2025-04-07,South,Home,3037.26,3,0.2,7289.42
235,2025-07-20,North,Clothing,3398.52,8,0.2,21750.53
236,2025-05-04,South,Clothing,4034.7,8,0.0,32277.6
237,2025-07-06,North,Food,1385.61,4,0.0,5542.44
238,2025-11-22,North,Clothing,4133.99,2,0.05,7854.58
239,2025-12-15,North,Clothing,2516.37,8,0.2,16104.77
240,2025-09-16,Central,Home,431.44,8,0.0,3451.52
241,2025-05-28,East,Food,339.83,10,0.0,3398.3
242,2025-09-09,North,Home,1704.48,4,0.1,6136.13
243,2025-12-12,North,Electronics,3935.24,3,0.0,11805.72
244,2025-05-27,Central,Electronics,3553.02,2,0.0,7106.04
245,2025-05-28,North,Electronics,3953.64,9,0.2,28466.21
246,2025-12-18,South,Food,2610.48,1,0.05,2479.96
247,2025-07-18,South,Clothing,2228.99,7,0.2,12482.34
248,2025-11-04,East,Food,779.89,5,0.05,3704.48
249,2025-05-08,North,Food,1674.55,8,0.1,12056.76
250,2025-02-08,Central,Clothing,2198.4,4,0.0,8793.6
251,2025-12-04,South,Home,488.57,7,0.1,3077.99
252,2025-12-26,Central,Electronics,1142.03,5,0.05,5424.64
253,2025-05-09,Central,Home,3011.22,5,0.2,12044.88
254,2025-09-24,South,Electronics,3691.53,9,0.2,26579.02
255,2025-05-31,Central,Food,4991.82,9,0.1,40433.74
256,2025-10-25,South,Electronics,4668.91,9,0.05,39919.18
257,2025-04-09,Central,Food,3230.7,6,0.1,17445.78
258,2025-09-20,South,Home,2135.18,6,0.1,11529.97
259,2025-09-09,North,Food,3199.08,5,0.0,15995.4
260,2025-05-24,East,Home,3938.98,9,0.1,31905.74
261,2025-12-12,South,Clothing,635.76,10,0.0,6357.6
262,2025-04-22,South,Clothing,2079.03,8,0.0,16632.24
263,2025-03-01,East,Clothing,4207.02,7,0.2,23559.31
264,2025-01-02,South,Food,1949.97,7,0.0,13649.79
265,2025-10-31,South,Clothing,2880.77,6,0.0,17284.62
266,2025-09-11,Central,Electronics,2959.46,5,0.2,11837.84
267,2025-05-20,East,Home,963.16,4,0.1,3467.38
268,2025-02-06,North,Home,1843.07,3,0.05,5252.75
269,2025-06-09,South,Electronics,1705.83,3,0.05,4861.62
270,2025-01-09,East,Food,179.67,6,0.05,1024.12
271,2025-08-21,Central,Food,169.75,4,0.1,611.1
272,2025-04-09,North,Home,4166.9,6,0.0,25001.4
273,2025-05-27,East,Clothing,1401.7,3,0.05,3994.84
274,2025-10-31,North,Food,2614.49,4,0.1,9412.16
275,2025-07-27,North,Food,1528.69,9,0.0,13758.21
276,2025-05-11,North,Electronics,4706.36,5,0.2,18825.44
277,2025-06-01,South,Electronics,1333.52,7,0.05,8867.91
278,2025-02-23,South,Clothing,2176.8,10,0.0,21768.0
279,2025-04-30,Central,Food,4370.01,2,0.05,8303.02
280,2025-06-10,Central,Food,4217.57,5,0.05,20033.46
281,2025-04-26,East,Electronics,971.2,9,0.05,8303.76
282,2025-03-16,Central,Food,4023.08,3,0.0,12069.24
283,2025-04-23,North,Home,2318.03,9,0.1,18776.04
284,2025-04-14,North,Electronics,2440.7,6,0.0,14644.2
285,2025-12-06,South,Clothing,710.73,4,0.05,2700.77
286,2025-09-11,North,Electronics,448.98,7,0.0,3142.86
287,2025-08-15,East,Food,3653.3,8,0.2,23381.12
288,2025-04-22,North,Clothing,2507.48,6,0.1,13540.39
289,2025-04-09,North,Electronics,2212.41,5,0.0,11062.05
290,2025-06-02,East,Home,3661.07,6,0.2,17573.14
291,2025-12-15,Central,Home,3839.29,5,0.1,17276.8
292,2025-12-04,Central,Electronics,836.6,8,0.2,5354.24
293,2025-07-13,East,Home,3070.61,1,0.1,2763.55
294,2025-11-06,South,Home,720.0,7,0.0,5040.0
295,2025-06-12,North,Home,3769.31,10,0.2,30154.48
296,2025-07-27,East,Clothing,3301.93,10,0.05,31368.33
297,2025-06-18,North,Home,4785.24,2,0.2,7656.38
298,2025-06-10,South,Home,391.34,9,0.1,3169.85
299,2025-03-09,North,Home,332.42,1,0.0,332.42
300,2025-10-16,East,Clothing,1446.83,10,0.1,13021.47
301,2025-10-04,North,Electronics,1345.44,6,0.2,6458.11
302,2025-10-31,Central,Food,1272.55,9,0.2,9162.36
303,2025-05-15,South,Home,4535.96,1,0.05,4309.16
304,2025-07-14,South,Electronics,1285.25,4,0.0,5141.0
305,2025-05-08,South,Home,1396.15,4,0.0,5584.6
306,2025-02-02,East,Clothing,3809.02,9,0.2,27424.94
307,2025-06-25,South,Electronics,2276.21,5,0.0,11381.05
308,2025-01-22,Central,Clothing,3894.72,5,0.05,18499.92
309,2025-08-26,East,Home,373.56,6,0.1,2017.22
310,2025-06-07,Central,Home,2463.48,1,0.0,2463.48
311,2025-02-07,North,Clothing,216.39,1,0.2,173.11
312,2025-08-18,North,Food,360.13,9,0.1,2917.05
313,2025-12-31,North,Clothing,4536.87,3,0.1,12249.55
314,2025-02-20,North,Home,739.26,4,0.05,2809.19
315,2025-09-21,Central,Clothing,2685.48,1,0.2,2148.38
316,2025-10-10,East,Food,2084.92,9,0.0,18764.28
317,2025-01-27,East,Clothing,1769.35,8,0.2,11323.84
318,2025-08-14,South,Food,4504.18,2,0.1,8107.52
319,2025-10-04,Central,Food,158.03,8,0.2,1011.39
320,2025-10-13,North,Clothing,3335.76,7,0.0,23350.32
321,2025-04-07,Central,Clothing,4818.8,6,0.0,28912.8
322,2025-10-11,South,Electronics,2822.83,1,0.05,2681.69
323,2025-11-13,South,Home,4687.27,7,0.0,32810.89
324,2025-10-31,Central,Food,308.68,10,0.0,3086.8
325,2025-05-27,Central,Electronics,2123.03,7,0.2,11888.97
326,2025-01-04,Central,Clothing,1337.78,9,0.2,9632.02
327,2025-02-04,East,Home,3667.56,1,0.1,3300.8
328,2025-07-11,North,Electronics,4907.42,2,0.05,9324.1
329,2025-02-18,Central,Food,1319.82,9,0.2,9502.7
330,2025-01-17,Central,Electronics,3288.16,9,0.0,29593.44
331,2025-06-21,Central,Food,1030.58,6,0.1,5565.13
332,2025-08-08,South,Clothing,2848.38,6,0.2,13672.22
333,2025-06-07,South,Home,2346.47,4,0.05,8916.59
334,2025-02-15,East,Home,4861.43,4,0.05,18473.43
335,2025-01-06,North,Home,3062.21,5,0.1,13779.94
336,2025-04-09,East,Clothing,1780.06,3,0.1,4806.16
337,2025-08-21,North,Food,614.77,1,0.1,553.29
338,2025-02-06,South,Clothing,798.67,1,0.1,718.8
339,2025-10-07,South,Home,1165.32,7,0.1,7341.52
340,2025-12-15,South,Clothing,1292.28,1,0.0,1292.28
341,2025-10-29,East,Clothing,4260.55,1,0.0,4260.55
342,2025-06-30,Central,Clothing,2828.05,3,0.2,6787.32
343,2025-04-05,Central,Food,2640.79,10,0.05,25087.5
344,2025-04-09,South,Electronics,618.11,4,0.0,2472.44
345,2025-07-07,Central,Electronics,4307.69,4,0.0,17230.76
346,2025-04-26,Central,Clothing,3627.93,2,0.0,7255.86
347,2025-07-10,East,Electronics,384.96,1,0.2,307.97
348,2025-09-10,North,Electronics,3553.78,3,0.1,9595.21
349,2025-06-10,South,Clothing,2740.51,4,0.2,8769.63
350,2025-09-13,South,Clothing,454.54,3,0.05,1295.44
351,2025-11-19,East,Home,2318.59,8,0.05,17621.28
352,2025-05-08,East,Electronics,2449.25,10,0.05,23267.88
353,2025-01-18,Central,Food,870.58,1,0.05,827.05
354,2025-10-08,South,Clothing,4731.21,2,0.0,9462.42
355,2025-08-11,North,Home,4257.38,7,0.0,29801.66
356,2025-02-23,East,Food,3361.66,4,0.2,10757.31
357,2025-02-27,North,Electronics,2338.36,8,0.1,16836.19
358,2025-11-19,North,Home,2088.24,3,0.05,5951.48
359,2025-12-26,South,Clothing,3272.32,6,0.2,15707.14
360,2025-06-23,South,Food,2749.89,9,0.0,24749.01
361,2025-10-07,East,Clothing,358.25,1,0.0,358.25
362,2025-04-24,South,Electronics,2586.89,1,0.1,2328.2
363,2025-10-15,South,Food,4041.7,8,0.1,29100.24
364,2025-12-08,South,Electronics,2323.24,3,0.1,6272.75
365,2025-05-31,North,Electronics,307.19,5,0.2,1228.76
366,2025-05-07,East,Home,3942.08,1,0.0,3942.08
367,2025-06-04,Central,Clothing,1046.75,5,0.0,5233.75
368,2025-09-30,North,Food,1330.17,6,0.1,7182.92
369,2025-04-14,South,Electronics,865.3,8,0.05,6576.28
370,2025-10-26,North,Electronics,1684.56,3,0.1,4548.31
371,2025-09-03,South,Food,3795.92,3,0.2,9110.21
372,2025-06-25,South,Electronics,2620.96,10,0.1,23588.64
373,2025-02-08,North,Home,1064.16,9,0.1,8619.7
374,2025-06-19,East,Home,4395.26,4,0.2,14064.83
375,2025-09-04,South,Home,4403.93,4,0.1,15854.15
376,2025-01-26,East,Home,4359.36,7,0.0,30515.52
377,2025-12-21,Central,Electronics,1232.04,2,0.05,2340.88
378,2025-11-02,South,Food,2283.63,8,0.1,16442.14
379,2025-01-13,East,Food,4925.7,6,0.2,23643.36
380,2025-11-12,East,Food,3871.46,3,0.05,11033.66
381,2025-11-09,Central,Food,184.48,9,0.2,1328.26
382,2025-02-05,East,Clothing,372.76,5,0.05,1770.61
383,2025-06-22,East,Food,2346.46,8,0.05,17833.1
384,2025-01-20,Central,Clothing,4550.64,7,0.1,28669.03
385,2025-11-17,South,Clothing,2716.57,8,0.0,21732.56
386,2025-09-21,East,Home,2514.17,7,0.1,15839.27
387,2025-05-22,East,Clothing,572.09,3,0.2,1373.02
388,2025-05-23,East,Electronics,3301.06,2,0.2,5281.7
389,2025-04-02,North,Clothing,4119.41,7,0.05,27394.08
390,2025-12-20,Central,Home,1933.08,3,0.05,5509.28
391,2025-11-18,North,Clothing,3889.28,3,0.0,11667.84
392,2025-10-15,Central,Electronics,4824.16,2,0.1,8683.49
393,2025-08-03,South,Electronics,1058.64,4,0.2,3387.65
394,2025-12-08,South,Electronics,2640.48,8,0.05,20067.65
395,2025-02-20,East,Home,1471.33,1,0.0,1471.33
396,2025-06-02,Central,Home,3974.63,1,0.2,3179.7
397,2025-07-05,South,Food,2909.09,5,0.05,13818.18
398,2025-03-04,Central,Home,3191.18,5,0.2,12764.72
399,2025-07-09,South,Electronics,3999.68,1,0.0,3999.68
400,2025-05-05,North,Electronics,2010.05,6,0.0,12060.3
401,2025-05-30,South,Home,4579.7,1,0.2,3663.76
402,2025-11-10,North,Clothing,2688.49,5,0.1,12098.2
403,2025-02-27,South,Home,831.88,9,0.2,5989.54
404,2025-12-08,East,Home,3494.7,5,0.05,16599.82
405,2025-11-01,North,Electronics,3976.64,6,0.1,21473.86
406,2025-06-29,South,Food,1617.97,8,0.05,12296.57
407,2025-06-19,East,Electronics,4293.04,1,0.2,3434.43
408,2025-11-22,North,Food,4535.41,2,0.1,8163.74
409,2025-09-28,East,Electronics,1420.68,9,0.05,12146.81
410,2025-02-23,Central,Home,4918.43,3,0.2,11804.23
411,2025-04-11,Central,Electronics,746.52,6,0.2,3583.3
412,2025-09-21,North,Electronics,1049.98,5,0.1,4724.91
413,2025-02-22,South,Electronics,961.91,2,0.2,1539.06
414,2025-03-01,North,Home,4475.25,7,0.0,31326.75
415,2025-04-18,East,Home,3288.75,4,0.05,12497.25
416,2025-01-05,South,Home,802.92,1,0.05,762.77
417,2025-04-13,Central,Home,2229.6,4,0.2,7134.72
418,2025-07-15,South,Food,3095.73,6,0.2,14859.5
419,2025-09-19,Central,Food,463.15,7,0.0,3242.05
420,2025-12-31,South,Clothing,4417.96,7,0.1,27833.15
421,2025-12-16,South,Home,4027.84,7,0.2,22555.9
422,2025-02-16,South,Food,2550.77,3,0.2,6121.85
423,2025-12-21,East,Electronics,4837.28,6,0.2,23218.94
424,2025-11-07,East,Home,2117.92,8,0.2,13554.69
425,2025-11-04,North,Clothing,4921.35,4,0.05,18701.13
426,2025-05-24,North,Clothing,3356.2,8,0.2,21479.68
427,2025-09-26,Central,Clothing,3191.62,2,0.05,6064.08
428,2025-05-04,East,Electronics,871.48,10,0.2,6971.84
429,2025-04-16,Central,Food,4415.54,9,0.1,35765.87
430,2025-06-07,North,Electronics,2166.07,9,0.0,19494.63
431,2025-05-27,Central,Home,853.06,8,0.1,6142.03
432,2025-05-25,North,Clothing,112.41,10,0.2,899.28
433,2025-04-30,East,Electronics,2820.79,10,0.2,22566.32
434,2025-11-15,South,Electronics,2660.63,1,0.2,2128.5
435,2025-10-02,East,Food,3610.8,2,0.1,6499.44
436,2025-04-02,Central,Food,4456.78,6,0.2,21392.54
437,2025-02-27,Central,Clothing,443.06,10,0.1,3987.54
438,2025-12-12,East,Electronics,3670.91,5,0.05,17436.82
439,2025-08-17,East,Electronics,977.69,9,0.0,8799.21
440,2025-04-27,North,Food,4297.98,5,0.0,21489.9
441,2025-11-14,Central,Electronics,4104.36,2,0.1,7387.85
442,2025-10-06,Central,Electronics,2726.93,10,0.05,25905.84
443,2025-05-07,East,Electronics,3565.7,4,0.1,12836.52
444,2025-05-09,South,Food,1606.03,9,0.05,13731.56
445,2025-02-27,Central,Clothing,2382.28,1,0.2,1905.82
446,2025-05-02,South,Home,4117.1,1,0.05,3911.25
447,2025-01-01,East,Clothing,2323.36,7,0.05,15450.34
448,2025-08-27,East,Home,1821.1,3,0.05,5190.13
449,2025-10-17,North,Electronics,2496.35,10,0.0,24963.5
